burnin	compound_weighting	data_transform	imputation_method	impute_labels	impute_seed	lambda_beta	model_suffix	multitask_strategy	nsamples	num_latent	percent_to_delete	precision	prediction_mode	read_parameters	remove_labels	remove_seed	remove_type	seed	shuffle_labels	shuffle_seed	sn_max	target_weighting	tol	univariate	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
416	True	None	mean	False	1234	5.0	0	all	2455	69	0.0	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	23378.253914833065	1.0	0.625768857235	1.0	0.44880427211499996	1.0	0.522714981071	1.0	0.337466992975	1.0	0.752223169692	1.0	0.858473515918	1.0	0.801843916374	1.0	0.49007179249	1.0	0.807228915663	0.999794196337	0.08297213622289999	0.999897087578	0.150477259966	0.9998816746160001	0.234362240746	1.0	0.6119402985069999	0.998699851412	0.023509174311900003	0.999349502834	0.0452788514633	0.999240085792	0.09996868216430001	1.0	0.670945157526	1.0	0.210545587697	1.0	0.320512820513	1.0	0.296555510649
416	True	None	mean	False	1234	5.0	1	all	2455	69	0.1	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	22936.13939833641	1.0	0.621073298429	1.0	0.44067796610200005	1.0	0.515550726606	1.0	0.329433828113	1.0	0.749726643178	1.0	0.8579174197139999	1.0	0.8001815352699999	1.0	0.48493239154600004	1.0	0.807228915663	1.0	0.08297213622289999	1.0	0.150477259966	1.0	0.234362240746	1.0	0.617647058824	0.998764923837	0.0240825688073	0.99938208033	0.046357615894	0.999277815177	0.101934716893	1.0	0.6716937354989999	1.0	0.212010252655	1.0	0.322293348177	1.0	0.297977156321
416	True	None	mean	False	1234	5.0	2	all	2455	69	0.2	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	22580.802277565	1.0	0.621172638436	1.0	0.44276758764799995	1.0	0.517012335638	1.0	0.330553991044	1.0	0.749116607774	1.0	0.8547198665369999	1.0	0.798441558442	1.0	0.481124098354	1.0	0.8	1.0	0.071826625387	1.0	0.131818181818	1.0	0.21651390722600003	1.0	0.6119402985069999	0.9976700838770001	0.023509174311900003	0.9988336832279999	0.0452788514633	0.998638846234	0.09996868216430001	1.0	0.677985948478	1.0	0.212010252655	1.0	0.323012552301	1.0	0.300616377837
416	True	None	mean	False	1234	5.0	3	all	2455	69	0.3	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	21960.214484930042	1.0	0.6204663212439999	1.0	0.444857209194	1.0	0.5181879648409999	1.0	0.33098747851	1.0	0.748659190639	1.0	0.85388572223	1.0	0.797817756706	1.0	0.47957444058999993	1.0	0.825503355705	1.0	0.0761609907121	1.0	0.139455782313	1.0	0.22787076252799998	1.0	0.6307692307689999	0.998932194341	0.023509174311900003	0.999465811966	0.0453289110006	0.9993765409020001	0.10238812224999999	1.0	0.6790865384620001	1.0	0.206883925302	1.0	0.31714847039	1.0	0.297149376721
416	True	None	mean	False	1234	5.0	4	all	2455	69	0.4	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	21715.317562103268	1.0	0.614086335605	1.0	0.439284885071	1.0	0.512181916622	1.0	0.322791274798	1.0	0.748901903367	1.0	0.8533296260250001	1.0	0.797712651894	1.0	0.47957138031999996	1.0	0.810218978102	1.0	0.06873065015480001	1.0	0.126712328767	1.0	0.213596457973	1.0	0.5671641791040001	0.9996889580089999	0.021788990825700003	0.999844454814	0.0419657647708	0.9998183705079999	0.0904776123451	1.0	0.6758448060079999	1.0	0.197729769315	1.0	0.305949008499	1.0	0.288731257368
416	True	None	mean	False	1234	5.0	5	all	2455	69	0.5	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	20887.059587955475	1.0	0.617133443163	1.0	0.434873461806	1.0	0.5102152002179999	1.0	0.323226833029	1.0	0.747869491113	1.0	0.8540247462809999	1.0	0.797429739729	1.0	0.47820287622100005	1.0	0.7851239669419999	1.0	0.0588235294118	1.0	0.109447004608	1.0	0.193205835046	1.0	0.5762711864410001	0.998875983514	0.019495412844	0.9994376757260001	0.0377149195785	0.9993439912819999	0.08668774232519999	1.0	0.668822768435	1.0	0.189307945807	1.0	0.295091324201	1.0	0.27931043941
416	True	None	mean	False	1234	5.0	6	all	2455	69	0.6	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	20047.15014338493	1.0	0.612666666667	1.0	0.426747155793	1.0	0.503079239086	1.0	0.315466020886	1.0	0.7455335586669999	1.0	0.8586125399690001	1.0	0.798087484655	1.0	0.477586229215	1.0	0.785714285714	0.9989685404850001	0.0544891640867	0.999484004128	0.101910828025	0.9994071145569999	0.185981162678	1.0	0.589285714286	0.9962335216570001	0.0189220183486	0.9981132075470001	0.036666666666699994	0.997802975743	0.0869657546372	1.0	0.678062678063	1.0	0.174295129989	1.0	0.277308476551	1.0	0.27082702977
416	True	None	mean	False	1234	5.0	7	all	2455	69	0.7	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	21273.330604314804	1.0	0.61252900232	1.0	0.42906895751100005	1.0	0.5046422719829999	1.0	0.316480364649	1.0	0.740638832396	1.0	0.8606979007369999	1.0	0.7961676954729999	1.0	0.46993677038599996	1.0	0.777777777778	1.0	0.0433436532508	1.0	0.08211143695010001	1.0	0.164552919845	1.0	0.604166666667	1.0	0.016628440367	1.0	0.0323660714286	1.0	0.0831564019234	1.0	0.658925979681	1.0	0.166239472721	1.0	0.265497076023	1.0	0.256962701533
416	True	None	mean	False	1234	5.0	8	all	2455	69	0.8	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	20935.693670988083	1.0	0.609612724758	1.0	0.40933364290700003	1.0	0.489790248646	1.0	0.30444278214000003	1.0	0.7344313536910001	1.0	0.849297928542	1.0	0.7876990522849999	1.0	0.44855669132799997	1.0	0.777777777778	1.0	0.03900928792569999	1.0	0.0742924528302	1.0	0.156051705441	1.0	0.6046511627910001	0.9990749306200001	0.0149082568807	0.999537251273	0.029099048684900004	0.999458984718	0.07877256938180001	1.0	0.636824324324	1.0	0.138044672281	1.0	0.226903400542	1.0	0.22527374691399998
416	True	None	mean	False	1234	5.0	9	all	2455	69	0.9	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	20555.452203989033	1.0	0.5949030049449999	1.0	0.36312978871600005	1.0	0.45098039215700003	1.0	0.270337885672	1.0	0.7223802750120001	1.0	0.847212567774	1.0	0.779832362915	1.0	0.422877896913	1.0	0.738461538462	1.0	0.0297213622291	1.0	0.0571428571429	1.0	0.13122339506300001	1.0	0.33333333333299997	1.0	0.00229357798165	1.0	0.00455580865604	1.0	0.017276351316200003	1.0	0.636828644501	1.0	0.0911753936287	1.0	0.159513132607	1.0	0.181545822753
