burnin	compound_weighting	data_transform	imputation_method	impute_labels	impute_seed	lambda_beta	model_suffix	multitask_strategy	nsamples	num_latent	percent_to_delete	precision	prediction_mode	read_parameters	remove_labels	remove_seed	remove_type	seed	shuffle_labels	shuffle_seed	sn_max	target_weighting	tol	univariate	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
895	True	None	mean	False	1234	5.0	0	all	1704	67	0.0	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	20278.235156536102	1.0	0.621246367452	1.0	0.446714650569	1.0	0.519719070773	1.0	0.332573583882	1.0	0.750883607556	1.0	0.856527179202	1.0	0.8002337965970001	1.0	0.485939209912	1.0	0.7953216374269999	1.0	0.0842105263158	1.0	0.152295632699	1.0	0.233731407422	1.0	0.606060606061	0.999071322437	0.0229357798165	0.999535445508	0.044198895027599994	0.9994572290629999	0.0979789133438	1.0	0.6739631336409999	1.0	0.21420725009199998	1.0	0.325090302862	1.0	0.300591765766
895	True	None	mean	False	1234	5.0	1	all	1704	67	0.1	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	19981.163360357285	1.0	0.622832842656	1.0	0.442071047133	1.0	0.51711026616	1.0	0.331617082774	1.0	0.751248629553	1.0	0.857361323509	1.0	0.8008050902480001	1.0	0.487319022199	1.0	0.80487804878	0.999312399725	0.08173374612999999	0.999656081623	0.148397976391	0.9996047801890001	0.232118661417	1.0	0.641791044776	0.9971181556200001	0.0246559633028	0.998556998557	0.047487575924899994	0.998314559549	0.106296062044	1.0	0.666281755196	1.0	0.211277920176	1.0	0.320822907979	1.0	0.295142412734
895	True	None	mean	False	1234	5.0	2	all	1704	67	0.2	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	19756.531355142597	1.0	0.618199481865	1.0	0.443231947992	1.0	0.51629479378	1.0	0.328248554597	1.0	0.7482968369830001	1.0	0.8551369386900001	1.0	0.798157399598	1.0	0.479927848526	1.0	0.825174825175	0.999741468459	0.07306501547989999	0.999870717518	0.134243458476	0.999851468519	0.223075688944	1.0	0.608695652174	0.9976700838770001	0.0240825688073	0.9988336832279999	0.046332046332	0.998638846234	0.10075998321	1.0	0.676089517079	1.0	0.210179421457	1.0	0.320670391061	1.0	0.298430204135
895	True	None	mean	False	1234	5.0	3	all	1704	67	0.3	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	19601.451472520832	1.0	0.617131732641	1.0	0.44160668678900006	1.0	0.514819326025	1.0	0.326535789054	1.0	0.7496650018269999	1.0	0.855554010844	1.0	0.7991169977920001	1.0	0.482845770475	1.0	0.831081081081	1.0	0.0761609907121	1.0	0.13953488372099998	1.0	0.228916636967	1.0	0.619047619048	0.9983982915109999	0.0223623853211	0.999198503874	0.043165467625900004	0.999064749158	0.09838356215789999	1.0	0.673053892216	1.0	0.20578542658399998	1.0	0.315199102636	1.0	0.293813204404
895	True	None	mean	False	1234	5.0	4	all	1704	67	0.4	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	19393.14797496796	1.0	0.610951008646	1.0	0.44299976782	1.0	0.513593539704	1.0	0.321899653385	1.0	0.749572858189	1.0	0.85388572223	1.0	0.7983362578800001	1.0	0.481289772684	1.0	0.820143884892	1.0	0.07058823529410001	1.0	0.129988597491	1.0	0.21830658117899998	1.0	0.6	0.998444790047	0.0223623853211	0.9992217898829999	0.0431177446103	0.999091712086	0.09596465515630001	1.0	0.670411985019	1.0	0.196631270597	1.0	0.304077010193	1.0	0.285673573202
895	True	None	mean	False	1234	5.0	5	all	1704	67	0.5	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	19099.004601478577	1.0	0.614950166113	1.0	0.42976549802599995	1.0	0.505945059451	1.0	0.318871739966	1.0	0.7475030450669999	1.0	0.853190601974	1.0	0.796857754983	1.0	0.476824456412	1.0	0.790322580645	0.998768472906	0.06068111455109999	0.9993838570550001	0.112708453134	0.999291558295	0.19716220582000002	1.0	0.583333333333	0.9970026227050001	0.020068807339400002	0.9984990619140001	0.0388026607539	0.9982502335179999	0.0888390186746	1.0	0.668414154653	1.0	0.18674478213100001	1.0	0.291929021179	1.0	0.277126556832
895	True	None	mean	False	1234	5.0	6	all	1704	67	0.6	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	18545.727001667023	1.0	0.6099967116080001	1.0	0.430694218714	1.0	0.504899292324	1.0	0.315113866261	1.0	0.7456193353470001	1.0	0.857778395662	1.0	0.7977760537880001	1.0	0.47705455032099997	1.0	0.7807017543860001	1.0	0.0551083591331	1.0	0.102949681897	1.0	0.18621526678199998	1.0	0.622641509434	0.9995291902069999	0.0189220183486	0.999764539675	0.0367278797997	0.9997254858429999	0.09087884517210001	1.0	0.673758865248	1.0	0.17392896375	1.0	0.276484284051	1.0	0.26889097515
895	True	None	mean	False	1234	5.0	7	all	1704	67	0.7	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	17967.6986951828	1.0	0.6129139072850001	1.0	0.42976549802599995	1.0	0.5052545380100001	1.0	0.317146399066	1.0	0.742256902761	1.0	0.859585708328	1.0	0.796624363847	1.0	0.47213001028499996	1.0	0.784946236559	0.998591549296	0.045201238390100006	0.9992952783650001	0.0854800936768	0.999193218287	0.169144455083	1.0	0.62	0.9981191222570001	0.017775229357799998	0.999058675871	0.034559643255300004	0.998902905674	0.08777528170710001	1.0	0.663780663781	1.0	0.168436470157	1.0	0.268691588785	1.0	0.260600497493
895	True	None	mean	False	1234	5.0	8	all	1704	67	0.8	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	18470.36768722534	1.0	0.608131192347	1.0	0.41328070582800003	1.0	0.492120541886	1.0	0.305115085972	1.0	0.736214784493	1.0	0.8501320728489999	1.0	0.789083166656	1.0	0.45270682158500003	1.0	0.740740740741	1.0	0.0371517027864	1.0	0.0707547169811	1.0	0.14713021988	1.0	0.590909090909	1.0	0.0149082568807	1.0	0.0290827740492	1.0	0.0773281430391	1.0	0.6378205128209999	1.0	0.14573416330999997	1.0	0.23725782414299998	1.0	0.232148498995
895	True	None	mean	False	1234	5.0	9	all	1704	67	0.9	adaptive	classification	True	True	1234	compounds	123456	False	1234	10.0	True	1e-06	0	18192.561475992206	1.0	0.5910679611649999	1.0	0.3533782215	1.0	0.44231328102300005	1.0	0.262693264644	1.0	0.723091512565	1.0	0.848046712081	1.0	0.780600166357	1.0	0.42497159785599997	1.0	0.75	1.0	0.0315789473684	1.0	0.0606060606061	1.0	0.136779017016	1.0	0.307692307692	1.0	0.00229357798165	1.0	0.00455321570859	1.0	0.0155936540705	1.0	0.645333333333	1.0	0.08861222995239999	1.0	0.155827430779	1.0	0.18129728207899998
