activation	batch_size	compound_weighting	concurrent_perm	data_transform	dropout	imputation_method	impute_labels	impute_seed	learning_rate	model_suffix	multitask_strategy	num_layers	num_neurons	num_steps	optimizer	percent_to_delete	prediction_mode	read_parameters	remove_labels	remove_seed	remove_type	restore_network	seed	shuffle_labels	shuffle_seed	target_weighting	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	0	all	6	5207	195849	Adagrad	0.0	classification	True	True	1234	compounds	False	123456	False	1234	True	6211.125088691711	0.9990924217209999	0.629355077835	0.9983373639659999	0.591362897609	0.998714750132	0.609767775916	0.998008266532	0.412981492062	0.999625923501	0.791650046536	0.999205421828	0.827749200612	0.999415628433	0.809297267908	0.998629265082	0.533813042195	0.997122893547	0.584637268848	0.998559374357	0.508978328173	0.9978406169670001	0.544190665343	0.9975170997239999	0.4829739518	0.998328380386	0.404979253112	0.998328380386	0.279816513761	0.998328380386	0.33095964733800004	0.998046248725	0.249682085625	0.999268738574	0.618426770969	0.9989035087720001	0.52105455877	0.9990860902940001	0.565580286169	0.998828186347	0.458960751161
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	1	all	6	5207	195849	Adagrad	0.1	classification	True	True	1234	compounds	False	123456	False	1234	True	6034.828563451768	0.9989971586159999	0.609135913591	0.999665495902	0.628511725099	0.9993312155159999	0.6186721517539999	0.998960877167	0.411693651092	0.999275287297	0.782620007805	0.999792831987	0.836368691784	0.9995339926469999	0.808602150538	0.998902289209	0.5257520495970001	0.998403648803	0.590840840841	0.997721057429	0.487306501548	0.998062236407	0.534102477095	0.9977709133849999	0.474914468852	0.99875750673	0.387411347518	0.997311827957	0.250573394495	0.9980341438179999	0.304317548747	0.9977037615150001	0.224768064851	0.9994557823129999	0.6021730045970001	0.9983691220440001	0.52764555108	0.998912156649	0.562451209992	0.998607078836	0.451018338594
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	2	all	6	5207	195849	Adagrad	0.2	classification	True	True	1234	compounds	False	123456	False	1234	True	6052.151955127716	0.999530163503	0.619803476946	0.9987793427230001	0.571163222661	0.999154612061	0.594490091832	0.998685568297	0.39334428307700003	0.999824827747	0.77972990691	0.999474667289	0.826776032254	0.999649716854	0.802564102564	0.9991772860870001	0.513037492755	0.998203285421	0.577009767092	0.9989725147700002	0.475541795666	0.9985877519580001	0.5213849287169999	0.998375760882	0.46046922254100003	0.998366013072	0.393258426966	0.999299065421	0.240825688073	0.998832321345	0.298719772404	0.998636736883	0.223291912889	0.9989384288750001	0.571316920672	0.998786959818	0.535335042109	0.9988626886040001	0.552741020794	0.9985398697069999	0.43236041731299996
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	3	all	6	5207	195849	Adagrad	0.3	classification	True	True	1234	compounds	False	123456	False	1234	True	6104.200705528259	0.9992493297589999	0.605796418473	0.999463691945	0.596935221732	0.999356499356	0.601333177406	0.9989988381589999	0.39232388914599997	0.9997997998	0.786166913847	0.999599679744	0.810649242319	0.999699729757	0.798220396988	0.999294807995	0.511071795317	0.998820058997	0.578819725141	0.998525508699	0.44334365325099995	0.998672762129	0.502103786816	0.9984746127930001	0.443833030128	0.998405951116	0.37134052388300004	0.9989367357790001	0.276376146789	0.998671272921	0.31689677843499997	0.998447467206	0.227144456518	0.999653319466	0.605785837651	0.99878766886	0.51373123398	0.999220306679	0.555973845849	0.998999086244	0.44618589133599995
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	4	all	6	5207	195849	Adagrad	0.4	classification	True	True	1234	compounds	False	123456	False	1234	True	6101.463817596436	0.999749937484	0.6	0.9995	0.583004411423	0.999624953119	0.591380122468	0.999416218308	0.379511997641	0.9998443216320001	0.777660556508	0.9998443216320001	0.8198248296960001	0.9998443216320001	0.7981862479699999	0.99963430378	0.503985262631	0.999655884377	0.569230769231	0.998968363136	0.43529411764700005	0.999312005504	0.493333333333	0.9992093245360001	0.43396187487	0.9993759750390001	0.38022813688199997	0.999687890137	0.22935779816500002	0.999531908254	0.286123032904	0.999453659197	0.21004874114	0.999797857287	0.582885489872	0.999797857287	0.516294397657	0.999797857287	0.5475728155340001	0.99974046189	0.43115168022699996
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	5	all	6	5207	195849	Adagrad	0.5	classification	True	True	1234	compounds	False	123456	False	1234	True	6099.754282951355	1.0	0.611027190332	0.9995481927709999	0.563501276991	0.999774045342	0.586302693562	0.999649143349	0.380923354635	0.999626063382	0.7738799106559999	0.999626063382	0.8188516613369999	0.999626063382	0.795730883545	0.999122602086	0.496756382833	0.9995906672120001	0.550617283951	0.998773006135	0.414241486068	0.999181669394	0.472791519435	0.9990583081540001	0.411827820523	0.999627837737	0.371273712737	0.999627837737	0.23566513761500002	0.999627837737	0.28831988775899997	0.99956516146	0.207930648507	0.9997570456749999	0.581236673774	0.9997570456749999	0.499084584401	0.9997570456749999	0.537037037037	0.999688203599	0.421025023221
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	6	all	6	5207	195849	Adagrad	0.6	classification	True	True	1234	compounds	False	123456	False	1234	True	6109.267503499986	0.999625468165	0.589894242068	0.999625468165	0.582772231251	0.999625468165	0.586311609437	0.9994165690629999	0.368985721108	1.0	0.767985376681	0.9998838964360001	0.817739468928	0.9999419448479999	0.7920818744949999	0.999862608099	0.48569418515600005	1.0	0.540630182421	1.0	0.403715170279	1.0	0.462247429989	1.0	0.40039836897500003	1.0	0.364729458918	0.999056158565	0.20871559633	0.999527856468	0.26549963530299997	0.999449858395	0.19091752956099997	0.9990783410140001	0.548285376429	0.999692591454	0.509337239107	0.99938537185	0.528094153379	0.9992139224779999	0.401849633544
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	7	all	6	5207	195849	Adagrad	0.7	classification	True	True	1234	compounds	False	123456	False	1234	True	6102.927821874618	0.9995018679950001	0.5748644187690001	0.9995018679950001	0.566055258881	0.9995018679950001	0.570425830604	0.999222927967	0.345332243675	1.0	0.7633707278890001	1.0	0.813568747393	1.0	0.7876707719230001	1.0	0.47441631388899996	1.0	0.523605150215	0.9993103448280001	0.377708978328	0.999655053467	0.438848920863	0.999603773541	0.37653253406900006	1.0	0.363538295577	1.0	0.193233944954	1.0	0.252339947585	1.0	0.18245866514400003	0.9995817649519999	0.559780119102	1.0	0.447455144636	0.9997908387369999	0.497354497354	0.999734020397	0.37907867593500005
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	8	all	6	5207	195849	Adagrad	0.8	classification	True	True	1234	compounds	False	123456	False	1234	True	6094.9364087581625	1.0	0.568567807351	1.0	0.520780125377	1.0	0.543625787688	1.0	0.318178423999	1.0	0.7621180189669999	0.999769479023	0.804393160017	0.999884726225	0.782685153872	0.999724482088	0.46531714540700003	1.0	0.523046092184	1.0	0.323219814241	1.0	0.39954075775	1.0	0.345455276976	1.0	0.33836858006	1.0	0.192660550459	1.0	0.245524296675	1.0	0.168031825543	1.0	0.522394307242	1.0	0.456975466862	1.0	0.4875	1.0	0.356565619106
relu	128	True	1	None	0.2497977952546008	mean	False	1234	0.05	9	all	6	5207	195849	Adagrad	0.9	classification	True	True	1234	compounds	False	123456	False	1234	True	6100.610394716264	1.0	0.532668329177	1.0	0.495936846993	1.0	0.5136467476250001	1.0	0.269959747924	1.0	0.742153357171	1.0	0.7790907827050001	1.0	0.760173629951	1.0	0.41179808596	1.0	0.462721893491	1.0	0.242105263158	1.0	0.317886178862	1.0	0.267311755418	1.0	0.315598548972	1.0	0.149655963303	1.0	0.203033838973	1.0	0.134740517102	1.0	0.506060606061	1.0	0.36689857195200004	1.0	0.42538739121200003	1.0	0.301023361153
