allow_restart	bootstrap	class_weight	criterion	data_transform	imputation_method	impute_labels	impute_seed	learning_rate	max_depth	max_features	min_impurity_split	min_samples_leaf	min_smaples_split	min_weight_fraction_leaf	model_suffix	n_estimators	n_jobs	oob_score	optimizer	percent_to_delete	prediction_mode	random_state	read_parameters	remove_labels	remove_seed	remove_type	restore_forest	sample_weight	seed	shuffle_labels	shuffle_seed	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	0	867	7	False	Adagrad	0.0	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	50.47063088417053	0.999773294038	0.7207236842110001	0.99984885127	0.508706756443	0.999811071226	0.596433918606	0.9997071293200002	0.447448267015	0.999906515846	0.7593259732709999	0.9998597803229999	0.908383150285	0.999883147538	0.8271933156100001	0.9997258124349999	0.548671878865	1.0	0.865384615385	0.9975303560400001	0.16718266253900002	0.99876365135	0.280228334198	0.998579652197	0.350984235365	0.999814126394	0.7064220183490001	0.999071322437	0.04415137614680001	0.999442586399	0.08310847274689999	0.99934864267	0.153313565521	0.999634190952	0.8308525033830001	0.998781676413	0.224826071036	0.9992077518440001	0.353890489914	0.99898437616	0.371089673931
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	1	867	7	False	Adagrad	0.1	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	45.63099694252014	0.999832733963	0.713289036545	0.9997491219269999	0.498490828883	0.999790926197	0.586852535192	0.999675179528	0.43569338684799996	0.9999482026309999	0.7559255405249999	0.9998446239899998	0.9089392464899999	0.999896410628	0.825400833228	0.999756057339	0.542847835696	1.0	0.8630136986299999	0.997721057429	0.156037151703	0.998859228839	0.26428945988499997	0.998688697497	0.338174834572	0.999793046358	0.7113402061859999	0.998966087676	0.0395642201835	0.999379395945	0.074959261271	0.999275063154	0.145813774225	0.9998639270649999	0.8353115727	0.998640935037	0.206151592823	0.9992520568440001	0.330690161527	0.9990424601019999	0.355991691754
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	2	867	7	False	Adagrad	0.2	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	40.13561987876892	0.999906076829	0.7151162790700001	0.999624413146	0.48548873926200004	0.999765225149	0.578343244365	0.9996348948389999	0.42960672703900005	0.999941626292	0.751728907331	0.9998832593979999	0.906714861671	0.9999124419930001	0.8219799609299999	0.999794292242	0.53272403581	1.0	0.8814229249009999	0.99794502954	0.138080495356	0.998971457958	0.23875802997900003	0.9988179428799999	0.32216987457199997	0.999766245909	0.735632183908	0.999299065421	0.0366972477064	0.999532601075	0.0699071545603	0.9994543542669999	0.143909511504	1.0	0.84126984127	0.998786959818	0.194068106921	0.9993931118189999	0.315382326688	0.999221268443	0.346858429651
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	3	867	7	False	Adagrad	0.3	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	35.583961486816406	0.9997854537649999	0.712390924956	0.999678215167	0.47387973067100003	0.9997318315899999	0.5691578360289999	0.9995828170990001	0.42080206074	1.0	0.750286894652	0.9998665599150001	0.9089392464899999	0.9999332755050001	0.8220280379709999	0.999843294984	0.532140174126	0.999704753469	0.8565400843880001	0.998525508699	0.125696594427	0.999114783122	0.219222462203	0.9989829125299999	0.301293698578	0.999734042553	0.763157894737	0.9992025518340001	0.0332568807339	0.999468226535	0.06373626373630001	0.999378741235	0.140660895971	1.0	0.843853820598	0.998960859023	0.186012449652	0.999480159418	0.304830483048	0.9993328023520001	0.340069205549
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	4	867	7	False	Adagrad	0.4	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	32.07218623161316	0.9997500312459999	0.7051553672319999	0.999875	0.463663803111	0.999812511718	0.559462109539	0.9997081286839999	0.409391880278	1.0	0.7461098398170001	0.9999221608159999	0.90657583762	0.999961078893	0.8185526893870001	0.999908581366	0.5217869553059999	0.999655884377	0.888888888889	0.998968363136	0.118885448916	0.999312005504	0.20972146368099998	0.9992093245360001	0.300182994419	1.0	0.72972972973	0.9993757802750001	0.030963302752299998	0.999687792694	0.0594059405941	0.999635686057	0.131337782757	1.0	0.839186691312	0.999797857287	0.166239472721	0.9998989184270001	0.277506112469	0.999870229973	0.31914702049800003
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	5	867	7	False	Adagrad	0.5	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	27.11946082115173	0.99984939759	0.7044188637209999	0.99984939759	0.44044578593	0.99984939759	0.542	0.999766078144	0.39554456816600003	0.999906524584	0.742100477381	1.0	0.907688030029	0.999953260108	0.816584328685	0.999890329499	0.51504039635	1.0	0.877551020408	0.9995910020450001	0.106501547988	0.999795459194	0.18995030370000002	0.999764617937	0.2814460244	1.0	0.6935483870970001	0.999255675475	0.0246559633028	0.999627699181	0.047619047619	0.999565121402	0.11278365372600001	1.0	0.835051546392	1.0	0.148297326986	1.0	0.251865671642	1.0	0.299456480027
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	6	867	7	False	Adagrad	0.6	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	22.24246072769165	1.0	0.696676970634	0.999625468165	0.418620849779	0.999812699007	0.522987672226	0.999708302914	0.377339513803	1.0	0.732931053749	0.9998838964360001	0.911858751564	0.9999419448479999	0.8126626192540001	0.999862608099	0.500811487405	1.0	0.8589743589740001	1.0	0.08297213622289999	1.0	0.151326933936	1.0	0.244451571612	1.0	0.740740740741	0.999056158565	0.0229357798165	0.999527856468	0.0444938820912	0.999449858395	0.114197820691	1.0	0.8294930875579999	1.0	0.13181984620999998	1.0	0.227488151659	1.0	0.280118313025
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	7	867	7	False	Adagrad	0.7	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	17.242804288864136	1.0	0.691756272401	0.9997509339980001	0.40329695844	0.999875451488	0.509533587562	0.999805740214	0.365035049362	1.0	0.721116851709	1.0	0.911997775615	1.0	0.80540208717	1.0	0.476492926704	1.0	0.896551724138	1.0	0.06439628482969999	1.0	0.12016175621	1.0	0.221299462724	1.0	0.606060606061	1.0	0.0114678899083	1.0	0.022509848058500002	1.0	0.06918927366910001	1.0	0.796407185629	1.0	0.09740021969969999	1.0	0.173572593801	1.0	0.23144019145999997
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	8	867	7	False	Adagrad	0.8	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	12.721115112304688	1.0	0.679900744417	1.0	0.381704202461	1.0	0.488921933086	1.0	0.34429950779	1.0	0.710974557999	1.0	0.9168636174060001	1.0	0.800898658085	1.0	0.459395593937	1.0	0.846153846154	1.0	0.040866873064999996	1.0	0.0779681039575	1.0	0.169276581063	1.0	0.516129032258	1.0	0.009174311926610001	1.0	0.0180281690141	1.0	0.0541067434215	1.0	0.790816326531	1.0	0.05675576711830001	1.0	0.105910488555	1.0	0.174581828066
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	9	867	7	False	Adagrad	0.9	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	8.535311698913574	1.0	0.65230125523	1.0	0.361968887857	1.0	0.465581603703	1.0	0.313523487251	1.0	0.6880514896709999	1.0	0.9214514110940001	1.0	0.78782836087	1.0	0.410970186644	1.0	0.9	1.0	0.0111455108359	1.0	0.022018348623900005	1.0	0.09194518975169999	1.0	0.47368421052599996	1.0	0.00516055045872	1.0	0.0102098695406	1.0	0.037556877234300005	1.0	0.777777777778	1.0	0.0256316367631	1.0	0.04962779156330001	1.0	0.115103470186
