allow_restart	bootstrap	class_weight	criterion	data_transform	imputation_method	impute_labels	impute_seed	learning_rate	max_depth	max_features	min_impurity_split	min_samples_leaf	min_smaples_split	min_weight_fraction_leaf	model_suffix	n_estimators	n_jobs	oob_score	optimizer	percent_to_delete	prediction_mode	random_state	read_parameters	remove_labels	remove_seed	remove_type	restore_forest	sample_weight	seed	shuffle_labels	shuffle_seed	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	0	470	7	False	Adagrad	0.0	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	38.48552918434143	1.0	0.706081081081	0.999622128174	0.533782214999	0.999811028384	0.60795980431	0.999707140615	0.45015951745099997	1.0	0.773088023088	0.999766300538	0.8937856249130001	0.999883136613	0.8290669933589999	0.999725857391	0.559716384804	1.0	0.831967213115	0.9975303560400001	0.251393188854	0.99876365135	0.38611507370399994	0.998579652197	0.422086496843	1.0	0.5545454545449999	0.998885586924	0.06995412844039998	0.99944248281	0.124236252546	0.9993486599220001	0.1600983684	1.0	0.7861386138609999	0.998416179337	0.290735994141	0.99920746205	0.424485431703	0.9989844757680001	0.406829314538
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	1	470	7	False	Adagrad	0.1	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	34.991822957992554	1.0	0.7074599260169999	0.999581869878	0.532853494312	0.9997908912219999	0.607866507747	0.999675205913	0.45075760567699996	1.0	0.7676165494220001	0.999792831987	0.895036841374	0.9998964052629999	0.826444159178	0.9997560841359999	0.551053854928	1.0	0.8277310924369999	0.997721057429	0.24396284829700002	0.998859228839	0.37685318029700005	0.998688697497	0.41414115914000005	1.0	0.560185185185	0.998759305211	0.06938073394500001	0.999379267536	0.12346938775499999	0.99927508442	0.1607697546	1.0	0.789046653144	0.99850502854	0.28487733431	0.999251955117	0.41861716438	0.999042518029	0.40360647746100003
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	2	470	7	False	Adagrad	0.2	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	31.12231945991516	1.0	0.702932828761	0.999530516432	0.517529602972	0.999765203099	0.5961487028620001	0.9996349222450001	0.438328823537	1.0	0.7669451073989999	0.9998248890960001	0.893507576811	0.9999124368819999	0.825402940988	0.999794315242	0.548391189751	1.0	0.830699774266	0.99794502954	0.22786377709000002	0.998971457958	0.357628765792	0.9988179428799999	0.40067462785499997	1.0	0.572864321608	0.999065420561	0.0653669724771	0.999532491819	0.117344312918	0.99945435975	0.15886294920900002	1.0	0.7859459459460001	0.998786959818	0.266202856097	0.9993931118189999	0.397702407002	0.999221268443	0.38776112382600003
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	3	470	7	False	Adagrad	0.3	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	28.897637844085693	1.0	0.697913322632	0.999463691945	0.504759693522	0.999731774046	0.585825922932	0.9995828608570001	0.427033000977	1.0	0.7621756132240001	0.9998665599150001	0.894202697067	0.9999332755050001	0.822927328557	0.999843294984	0.540324194074	1.0	0.8312655086849999	0.998230610439	0.207430340557	0.999114521842	0.332011892963	0.9989829445819999	0.381829526985	1.0	0.569832402235	0.9989367357790001	0.05848623853209999	0.999468085106	0.10608424337000001	0.99937874859	0.14949025995200002	1.0	0.79209039548	0.998960859023	0.25668253387	0.999480159418	0.387721238938	0.9993328023520001	0.38273552524300003
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	4	470	7	False	Adagrad	0.4	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	24.758437871932983	1.0	0.699868073879	0.999625	0.49268632458800005	0.999812464837	0.5782804196760001	0.999708134197	0.42177399104400004	1.0	0.759753349935	0.9999221608159999	0.8907270957879999	0.999961078893	0.8200435172149999	0.999908581366	0.532599844663	1.0	0.8302387267899999	0.998624484182	0.193808049536	0.9993117687540001	0.314257028112	0.99920932759	0.36836842982199997	1.0	0.592814371257	0.9993757802750001	0.0567660550459	0.999687792694	0.10361067503900001	0.999635686057	0.152044013158	1.0	0.803970223325	0.999797857287	0.237275723178	0.9998989184270001	0.36641221374	0.999870229973	0.371565642422
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	5	470	7	False	Adagrad	0.5	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	20.91066098213196	1.0	0.698663009942	0.9996987951809999	0.473183190156	0.999849374906	0.5642303433	0.999766089761	0.409787222685	1.0	0.754134897361	0.999906515846	0.8937856249130001	0.999953255738	0.8180430080159999	0.9998903330500001	0.524955329527	1.0	0.8289855072460001	0.9995910020450001	0.177089783282	0.999795459194	0.291836734694	0.999764617937	0.35129146056999994	1.0	0.581081081081	0.999255675475	0.0493119266055	0.999627699181	0.0909090909091	0.999565121402	0.139314355941	1.0	0.79575596817	1.0	0.219699743684	1.0	0.344332855093	1.0	0.353537108081
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	6	470	7	False	Adagrad	0.6	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	17.154912948608402	1.0	0.687304347826	0.999625468165	0.458788019503	0.999812699007	0.550264550265	0.999708302914	0.392837240922	1.0	0.7456781529180001	0.9998838964360001	0.893507576811	0.9999419448479999	0.8129268909690001	0.999862608099	0.508553058886	1.0	0.831034482759	1.0	0.149226006192	1.0	0.253018372703	1.0	0.32228644789	1.0	0.619402985075	0.999056158565	0.0475917431193	0.999527856468	0.0883919062833	0.999449858395	0.144004904347	1.0	0.793462109955	1.0	0.195532771878	1.0	0.31374853114	1.0	0.33152983702100003
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	7	470	7	False	Adagrad	0.7	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	13.798789501190186	1.0	0.675862068966	0.9997509339980001	0.432319479916	0.999875451488	0.527329368451	0.999805740214	0.36932721360799997	1.0	0.7336763865070001	1.0	0.8919783122480001	1.0	0.805119839378	1.0	0.483493699128	1.0	0.834008097166	1.0	0.12755417956700002	1.0	0.22126745434999998	1.0	0.298168520966	1.0	0.514851485149	1.0	0.029816513761499998	1.0	0.0563685636856	1.0	0.0976072032945	1.0	0.778169014085	1.0	0.161845477847	1.0	0.267959987875	1.0	0.295137930015
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	8	470	7	False	Adagrad	0.8	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	10.266526460647585	1.0	0.665789473684	1.0	0.411191084281	1.0	0.508396727429	1.0	0.35008955630500005	1.0	0.726048911824	1.0	0.899763659113	1.0	0.803625752778	1.0	0.47514026235699997	1.0	0.7947368421050001	1.0	0.0934984520124	1.0	0.167313019391	1.0	0.24634899681400002	1.0	0.494505494505	1.0	0.025802752293599997	1.0	0.0490463215259	1.0	0.08758070693289999	1.0	0.7830188679250001	1.0	0.12156719150499999	1.0	0.210459587956	1.0	0.25566351879500004
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	9	470	7	False	Adagrad	0.9	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	6.893543243408202	1.0	0.638170228721	1.0	0.395170652426	1.0	0.488098652137	1.0	0.320338661272	1.0	0.702802520096	1.0	0.899485611011	1.0	0.7890725044210001	1.0	0.42469014144	1.0	0.7682926829269999	1.0	0.03900928792569999	1.0	0.0742486741308	1.0	0.154719466827	1.0	0.35185185185199996	1.0	0.0108944954128	1.0	0.021134593993299998	1.0	0.040232951166	1.0	0.7627118644069999	1.0	0.06590992310510001	1.0	0.12133468149599999	1.0	0.182440747271
