activation	batch_size	compound_weighting	concurrent_perm	data_transform	dropout	imputation_method	impute_labels	impute_seed	learning_rate	model_suffix	multitask_strategy	num_layers	num_neurons	num_steps	optimizer	percent_to_delete	prediction_mode	read_parameters	remove_labels	remove_seed	remove_type	restore_network	seed	shuffle_labels	shuffle_seed	target_weighting	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	2796_precision_Train	2796_precision_Test	2796_recall_Train	2796_recall_Test	2796_fscore_Train	2796_fscore_Test	2796_mcc_Train	2796_mcc_Test	463190_precision_Train	463190_precision_Test	463190_recall_Train	463190_recall_Test	463190_fscore_Train	463190_fscore_Test	463190_mcc_Train	463190_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	588726_precision_Train	588726_precision_Test	588726_recall_Train	588726_recall_Test	588726_fscore_Train	588726_fscore_Test	588726_mcc_Train	588726_mcc_Test	652054_precision_Train	652054_precision_Test	652054_recall_Train	652054_recall_Test	652054_fscore_Train	652054_fscore_Test	652054_mcc_Train	652054_mcc_Test	687014_precision_Train	687014_precision_Test	687014_recall_Train	687014_recall_Test	687014_fscore_Train	687014_fscore_Test	687014_mcc_Train	687014_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	0	all	5	6125	198525	Adagrad	0.0	classification	True	True	1234	compounds	False	123456	False	1234	True	5501.6718447208395	0.992246123062	0.605125378892	0.9887836490530001	0.538763493621	0.990511860175	0.570019467878	0.9867958689799998	0.41232789974699996	0.9972351646100001	0.756693283232	0.9903391467939999	0.727971079982	0.993775192612	0.7420543528329999	0.98850741006	0.524639916036	0.9900097465889999	0.48216007714599995	0.982587666264	0.348432055749	0.9862847432940001	0.40453074433700004	0.984827658881	0.354998227368	0.9885231048019999	0.337159253945	0.984064942874	0.209260908281	0.9862889859880001	0.258241758242	0.985135675591	0.217349202269	0.989726027397	0.534685165422	0.985147309472	0.37839879154100003	0.9874313605859999	0.44316674038000003	0.98609942915	0.40361518417400005	0.982297241663	0.289693593315	0.983714698	0.192473781616	0.983005458853	0.231282431431	0.9808240819220001	0.15827789403200002	0.987414787625	0.715669014085	0.993405433922	0.654062751408	0.9904010519399999	0.6834804539720001	0.9894674031309999	0.65544678691	0.987713675214	0.558315334773	0.985870434551	0.402647975078	0.986791194129	0.467873303167	0.985519921266	0.430991855835	0.983783783784	0.42996742671000004	0.960571251164	0.24021838034600002	0.9720389569589999	0.30823117338000006	0.969866049753	0.28056506490899996	0.9912819779909999	0.530224525043	0.984528034067	0.38567839196000003	0.9878934624700001	0.446545454545	0.985517319551	0.361559192194
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	1	all	5	6125	198525	Adagrad	0.1	classification	True	True	1234	compounds	False	123456	False	1234	True	5398.403554916382	0.992717551622	0.599155003961	0.99445932219	0.556673209028	0.993587673571	0.5771334096399999	0.991066964761	0.416430783118	0.996945701357	0.7473460721870001	0.9940781681799998	0.742280463925	0.995509869814	0.7448046550290001	0.991672196318	0.522838824081	0.9921685120170001	0.495356037152	0.988963660834	0.334494773519	0.990563494203	0.399334442596	0.989556234517	0.354126766143	0.988963210702	0.326949384405	0.9892940782870001	0.212822796082	0.9891286168260001	0.257820927724	0.9882108780769999	0.214054921179	0.993148807893	0.501672240803	0.984782608696	0.339879154079	0.988948014736	0.40522287258	0.987792949727	0.364834940419	0.9816849816850001	0.287683031869	0.989843028624	0.20604565083299997	0.985747126437	0.24011502516199998	0.983937130238	0.162975683455	0.994146912496	0.726605504587	0.990667833188	0.637168141593	0.9924043236929999	0.678954136305	0.9916628592579999	0.652070257482	0.9911582670200001	0.555673382821	0.992621015348	0.408099688474	0.991889101902	0.470588235294	0.9911039703	0.432751712527	0.9893428063940001	0.43375680580799997	0.9690327070290001	0.21747042766199998	0.979082439796	0.289696969697	0.977470601843	0.268017682879	0.9887640449439999	0.5002516356319999	0.9941942570219999	0.416247906198	0.991471715828	0.4544	0.9897745588079999	0.358319768355
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	2	all	5	6125	198525	Adagrad	0.2	classification	True	True	1234	compounds	False	123456	False	1234	True	5395.525845766068	0.996456487754	0.604617182934	0.991804979253	0.5076054955839999	0.994125292436	0.5518805014670001	0.9918260949	0.395907596256	0.9918099918100001	0.72462562396	0.998161298504	0.7871667419789999	0.9949755095589999	0.754602555772	0.9906518267759999	0.524191251052	0.9942020140369999	0.484076433121	0.985480943739	0.317770034843	0.989822269482	0.38367690365999996	0.988747915515	0.33882919475999995	0.9954459203039999	0.32	0.987203613097	0.178094390027	0.991307634165	0.228832951945	0.990587292976	0.19162994884799997	0.989987864078	0.503688092729	0.992396593674	0.36102719033200004	0.991190765492	0.420589529256	0.990251416637	0.37785027403899996	0.9822530864200001	0.276485788114	0.993237971391	0.198025909932	0.9877149877150001	0.23076923076900002	0.986165144303	0.1524705308	0.9973430753899999	0.743961352657	0.9904353562010001	0.619469026549	0.9938772133050001	0.676031606673	0.993289843065	0.651296156399	0.994306764903	0.5615650172609999	0.9876912840979999	0.380062305296	0.990987983979	0.453320947515	0.990127542487	0.419517010114	0.9806949806949999	0.385542168675	0.9894818854690001	0.232939035487	0.9850688384720001	0.290414066931	0.9838602803569999	0.255484696057	0.989429175476	0.48840651208700003	0.994510359483	0.414572864322	0.9919632606200001	0.448471121178	0.990369964416	0.34958188104599996
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	3	all	5	6125	198525	Adagrad	0.3	classification	True	True	1234	compounds	False	123456	False	1234	True	5397.366479158402	0.996302480916	0.5872622001650001	0.9952341236740001	0.5225711481840001	0.9957680157359999	0.553031286512	0.994115554323	0.389061799337	0.997893054345	0.744278912609	0.995939380756	0.729929206206	0.996915260388	0.7370342205320001	0.9942755996670001	0.51108560649	0.994475138122	0.487100103199	0.992419021365	0.328919860627	0.993446015868	0.392678868552	0.9927421560959999	0.346715053706	0.995299145299	0.313725490196	0.993176972281	0.185218165628	0.9942369263609999	0.23292273236299998	0.9937471390200001	0.19250105513000002	0.9876160990710001	0.481294236603	0.9948024948019999	0.35951661631399995	0.991196271362	0.41158668396	0.9902588217899999	0.36524438438699997	0.994008388256	0.284951974386	0.9904477611939999	0.164713140037	0.9922248803829999	0.20875684128199998	0.9912466629100001	0.14289009551100001	0.996596066566	0.757731958763	0.992093373494	0.5913113435239999	0.994339622642	0.66425666516	0.993791587297	0.642156823498	0.995426829268	0.5668571428570001	0.9924012158050001	0.386292834891	0.993911719939	0.459471977767	0.9933257332590001	0.42578547139300005	0.9954894000900001	0.389763779528	0.980453131941	0.18016378525899998	0.9879140555060001	0.246421904169	0.986970443052	0.225234894919	0.9933252427179999	0.476458546571	0.995944027581	0.38986599665	0.994632911392	0.42883463841499997	0.993571194338	0.329449855108
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	4	all	5	6125	198525	Adagrad	0.4	classification	True	True	1234	compounds	False	123456	False	1234	True	5402.303334236145	0.998602571269	0.58124635993	0.995403259507	0.489695780177	0.9970003487970001	0.5315579227699999	0.9958364706180001	0.367661565715	0.9983103826980001	0.729132930958	0.9980574324320001	0.746046091279	0.99818389154	0.7374925550920001	0.9966217031029999	0.502822177038	0.996768982229	0.48305084745800003	0.9943593875910001	0.317770034843	0.9955627269059999	0.383354350567	0.9950878835570001	0.33830633513999997	0.9949924887330001	0.313880126183	0.994494494494	0.177203918077	0.994743429287	0.226522481503	0.994298616681	0.188166816987	0.9991859991859999	0.5119887165020001	0.993927125506	0.27416918429000003	0.996549624518	0.357107722577	0.996186503708	0.330225629063	0.993706293706	0.26532663316599997	0.994053864988	0.162862430598	0.9938800489599999	0.20183486238499998	0.9931105499439999	0.130630600904	0.9964866051819999	0.72027972028	0.994739149496	0.5800482703140001	0.9956121105750001	0.642602495544	0.9951837930159999	0.616612455592	0.9964554718649999	0.571791613723	0.993813521874	0.35046728971999996	0.9951327433630001	0.434572670208	0.994662524806	0.406650023961	0.996323529412	0.389937106918	0.984431759211	0.169244767971	0.990341947272	0.236040609137	0.989581744611	0.218129077476	0.9943502824860001	0.471782178218	0.9978738483349999	0.399078726968	0.9961089494159999	0.432395644283	0.9953387347339999	0.330781884881
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	5	all	5	6125	198525	Adagrad	0.5	classification	True	True	1234	compounds	False	123456	False	1234	True	5397.4090383052835	0.998821350396	0.573962804006	0.997477719859	0.492149165849	0.9981490829549999	0.529916787743	0.9974348605069999	0.362771518239	0.998881090428	0.723142941699	0.998271830843	0.7361048350660001	0.998576367704	0.729566320818	0.9973592421649999	0.488924240432	0.995620437956	0.442342342342	0.997562164798	0.342160278746	0.9965903555769999	0.385854616896	0.996227901829	0.329838074808	0.995240928019	0.298761609907	0.997020262217	0.171861086376	0.996129800536	0.21820237422299998	0.9957995725100001	0.177794197123	0.997116770783	0.483541430193	0.998556304139	0.32175226586100003	0.997836018274	0.38639455782300003	0.997602637562	0.345314799269	0.999576450657	0.293333333333	0.9928481278919999	0.135718692165	0.996200928662	0.185575706453	0.9957335858840001	0.13317150558000002	0.9984168865440001	0.711557788945	0.996838777661	0.569589702333	0.9976272080149999	0.632707774799	0.997396084645	0.606152016003	0.998416050686	0.572776280323	0.995263157895	0.330996884735	0.9968371112279999	0.419545903258	0.996529939585	0.394999483992	0.994437577256	0.344208809135	0.9962848297210001	0.19199272065499998	0.995360346427	0.24649532710299998	0.9949804947859999	0.212164847047	0.993846153846	0.465621840243	0.9980337078650001	0.38567839196000003	0.995935529082	0.42189647274400005	0.995122607443	0.320139039853
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	6	all	5	6125	198525	Adagrad	0.6	classification	True	True	1234	compounds	False	123456	False	1234	True	5394.657330036162	0.999580272823	0.581592689295	0.998532494759	0.437193326791	0.9990561090719999	0.499159663866	0.998690534799	0.341885404152	0.999111675127	0.713163356063	0.9987314474179999	0.7246573279109999	0.99892152509	0.7188644004479999	0.997996316767	0.469097413098	0.998788612962	0.464454976303	0.9981840193700001	0.273170731707	0.9984862246439999	0.34401053093500006	0.998324116827	0.303180938766	0.996276991809	0.269727403156	0.9985074626870001	0.167408726625	0.997390980246	0.206593406593	0.997169160506	0.16058657855900002	0.9994029850749999	0.49304482225699997	0.995243757432	0.240936555891	0.997319034853	0.32369355657	0.9970292952709999	0.300502310213	0.996818663839	0.279342723005	0.997876857749	0.146822948797	0.997347480106	0.192478770724	0.997018341825	0.131365350671	0.9960317460320001	0.6831983805670001	0.998673740053	0.543041029767	0.997350993377	0.605109816226	0.997094944034	0.576419600535	0.9986631016040001	0.549939831528	0.9966644429620001	0.35591900311499997	0.997662771285	0.43215130023599996	0.99743858875	0.399554632553	0.996937212864	0.34495412844000006	0.996937212864	0.171064604186	0.996937212864	0.228710462287	0.9966834379620001	0.200110604934	0.9968771686329999	0.45666171372000003	0.998956884562	0.386097152429	0.997915943036	0.41842523258500003	0.997493864419	0.314232425531
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	7	all	5	6125	198525	Adagrad	0.7	classification	True	True	1234	compounds	False	123456	False	1234	True	5397.033680200577	0.998623348018	0.543746494672	1.0	0.475711481845	0.99931119989	0.507458780424	0.999039078209	0.329000160743	0.999324780554	0.7114234449760001	0.9994934999160001	0.716674197921	0.9994091331139999	0.7140391686049999	0.998900239596	0.46198969814900004	0.998364677024	0.440243902439	0.998364677024	0.251567944251	0.998364677024	0.320177383592	0.998191935618	0.278688452509	1.0	0.3	0.997038499506	0.149599287622	0.99851705388	0.199643493761	0.998391116577	0.16594500215500002	1.0	0.47269890795599995	0.997632202052	0.228851963746	0.998814697748	0.308396946565	0.998685528492	0.283827372525	0.9978197674420001	0.278338945006	0.9970951343500001	0.15299198025900002	0.997457319288	0.19745222929900003	0.997151042784	0.133718058074	0.999136442142	0.68303094984	0.998274374461	0.514883346742	0.9987052222700001	0.587155963303	0.998576496422	0.5601093869520001	0.999102333932	0.569127516779	0.998206278027	0.330218068536	0.99865410498	0.417939871858	0.998525872347	0.392847809251	0.996948118006	0.334693877551	0.996948118006	0.149226569609	0.996948118006	0.206419131529	0.996694267947	0.18210620349399997	0.9995350999539999	0.451036866359	0.9995350999539999	0.327889447236	0.9995350999539999	0.379728419011	0.99944120324	0.28244678813
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	8	all	5	6125	198525	Adagrad	0.8	classification	True	True	1234	compounds	False	123456	False	1234	True	5392.066996335983	0.999180327869	0.554235222425	0.999180327869	0.446270853778	0.999180327869	0.49442783365000004	0.998852136205	0.324208884688	0.999746386001	0.706198655713	0.999746386001	0.712155445097	0.999746386001	0.709164541773	0.999528568532	0.452569945579	1.0	0.42078580481600003	1.0	0.231358885017	1.0	0.298561151079	1.0	0.25739751862300003	1.0	0.277777777778	0.9984939759039999	0.124666073019	0.9992464204970001	0.17209588199099998	0.999183225731	0.141313067465	1.0	0.412445730825	1.0	0.21525679758299998	1.0	0.282878411911	1.0	0.24837264515000002	1.0	0.27875507442499997	0.998941798942	0.127082048118	0.999470619375	0.174576271186	0.999404915966	0.12139752026100001	0.99872611465	0.650641025641	0.99872611465	0.489943684634	0.99872611465	0.558972005507	0.99859706574	0.529348792734	1.0	0.498780487805	0.9986357435200002	0.318535825545	0.999317406143	0.388783269962	0.999253594497	0.352582504516	0.9935794542540001	0.31969309462900003	0.998387096774	0.113739763421	0.9959774738539999	0.167785234899	0.995664893424	0.152644283389	1.0	0.447459986082	0.999281609195	0.269262981575	0.9996406755299999	0.336209150327	0.999570764162	0.250743980841
relu	64	True	1	None	0.2455377549499249	mean	False	1234	0.05	9	all	5	6125	198525	Adagrad	0.9	classification	True	True	1234	compounds	False	123456	False	1234	True	5397.3919525146475	1.0	0.504995717956	1.0	0.434003925417	1.0	0.466816202665	1.0	0.276131326244	0.9989969909729999	0.6585331452750001	0.9994982438529999	0.703268564543	0.999247554552	0.6801660718189999	0.998587889596	0.383197014432	1.0	0.366946778711	1.0	0.18257839721299998	1.0	0.243834341554	1.0	0.20308180415899998	0.9969879518070001	0.219560878244	1.0	0.09795191451469999	0.998491704374	0.135467980296	0.9983659910189999	0.0996263718146	1.0	0.370542635659	1.0	0.18051359516600002	1.0	0.242762823768	1.0	0.208123971523	0.997925311203	0.24495289367400003	1.0	0.11227637261	0.9989615784010001	0.153976311337	0.9988301798520001	0.0967704839703	1.0	0.6132190942469999	1.0	0.40305711987099996	1.0	0.48640776698999993	1.0	0.45964369890699996	0.9972752043600001	0.48757763975199997	1.0	0.244548286604	0.9986357435200002	0.325726141079	0.998508667123	0.301916881203	0.996688741722	0.292349726776	0.996688741722	0.0973612374886	0.996688741722	0.14607508532400001	0.996436534912	0.13090802018300002	1.0	0.402883156297	1.0	0.222361809045	1.0	0.286562331355	1.0	0.20091426361900003
