allow_restart	bootstrap	class_weight	criterion	data_transform	imputation_method	impute_labels	impute_seed	learning_rate	max_depth	max_features	min_impurity_split	min_samples_leaf	min_smaples_split	min_weight_fraction_leaf	model_suffix	n_estimators	n_jobs	oob_score	optimizer	percent_to_delete	prediction_mode	random_state	read_parameters	remove_labels	remove_seed	remove_type	restore_forest	sample_weight	seed	shuffle_labels	shuffle_seed	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	2796_precision_Train	2796_precision_Test	2796_recall_Train	2796_recall_Test	2796_fscore_Train	2796_fscore_Test	2796_mcc_Train	2796_mcc_Test	463190_precision_Train	463190_precision_Test	463190_recall_Train	463190_recall_Test	463190_fscore_Train	463190_fscore_Test	463190_mcc_Train	463190_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	588726_precision_Train	588726_precision_Test	588726_recall_Train	588726_recall_Test	588726_fscore_Train	588726_fscore_Test	588726_mcc_Train	588726_mcc_Test	652054_precision_Train	652054_precision_Test	652054_recall_Train	652054_recall_Test	652054_fscore_Train	652054_fscore_Test	652054_mcc_Train	652054_mcc_Test	687014_precision_Train	687014_precision_Test	687014_recall_Train	687014_recall_Test	687014_fscore_Train	687014_fscore_Test	687014_mcc_Train	687014_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	0	964	7	False	Adagrad	0.0	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	119.50835013389587	1.0	0.711507936508	0.9993353273510001	0.43989205103	0.9996675531910001	0.543662825955	0.999537099264	0.43608807310599995	1.0	0.764506627393	0.9993389942540001	0.781894863684	0.999669387859	0.773102986075	0.999387071465	0.57037756743	1.0	0.7353951890029999	0.998065296252	0.149128919861	0.9990317114499999	0.24797219003499998	0.998928491964	0.304464657641	1.0	0.541666666667	0.998797354179	0.0694568121104	0.999398315283	0.12312549329099999	0.9993476956730001	0.173528157437	1.0	0.785714285714	0.99902605308	0.166163141994	0.9995127892810001	0.274314214464	0.999461072676	0.337807007284	1.0	0.37012987013000004	0.9981447124299998	0.035163479333699996	0.999071494893	0.0642253521127	0.998953066244	0.0843372131267	1.0	0.9137931034479999	0.9997362173569999	0.469026548673	0.999868091281	0.619883040936	0.9998552411799999	0.634145382442	1.0	0.825065274151	0.9992002132760001	0.246105919003	0.9995999466600001	0.379124175165	0.999561501715	0.426532675476	1.0	0.564516129032	0.998447687054	0.0955414012739	0.99922324064	0.163424124514	0.999160222741	0.210052413114	1.0	0.732638888889	0.998580553584	0.176716917923	0.9992897727269999	0.284750337382	0.999149799112	0.310407719608
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	1	964	7	False	Adagrad	0.1	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	109.71394515037537	1.0	0.7119806373540001	0.999538276849	0.43302257114799997	0.999769085115	0.538520213577	0.999678476623	0.432250628035	1.0	0.7593622001170001	0.999548812814	0.781894863684	0.999774355503	0.770463821892	0.999580972938	0.564165907827	1.0	0.7272727272730001	0.998115746972	0.14494773519200002	0.999056985046	0.241719930273	0.998956637273	0.29792027565900003	1.0	0.503759398496	0.999330879893	0.0596616206589	0.9996653279790001	0.106687898089	0.99963715639	0.153046484105	1.0	0.7894736842110001	0.998913043478	0.158610271903	0.9994562262100001	0.264150943396	0.9993988098919999	0.330874576692	1.0	0.344827586207	0.998614958449	0.0308451573103	0.9993069993070001	0.0566251415629	0.9992192578799999	0.0737287745947	1.0	0.906095551895	1.0	0.44247787610600003	1.0	0.594594594595	1.0	0.612087722886	1.0	0.825136612022	0.999114521842	0.23520249221200001	0.999557064816	0.366060606061	0.999514344584	0.416743717157	1.0	0.550264550265	0.9982602644399999	0.0946314831665	0.999129374891	0.16149068323	0.999059455178	0.205568363981	1.0	0.728070175439	0.9987447042209999	0.17378559464	0.999371957921	0.280594996619	0.99924736998	0.30622141280799997
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	2	964	7	False	Adagrad	0.2	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	93.99861717224121	1.0	0.706127553147	0.999585062241	0.415603532875	0.9997924880679999	0.523243243243	0.999710887216	0.417947169165	1.0	0.759689922481	0.9994927720010001	0.7823467389669999	0.999746321664	0.770851884832	0.9995286508840001	0.564877375147	1.0	0.707317073171	0.997882637629	0.141463414634	0.998940196821	0.235772357724	0.998827367913	0.28894309188	1.0	0.5284552845530001	0.999247271359	0.0578806767587	0.9996234939759999	0.104333868379	0.9995918100799999	0.155681529501	1.0	0.7943548387100001	0.999087591241	0.148791540785	0.999543587403	0.250636132316	0.999495090151	0.321515579839	1.0	0.356643356643	0.998959687906	0.031462060456500004	0.99947957325	0.057823129251699995	0.999413721099	0.0769605501342	1.0	0.9137931034479999	1.0	0.426387771521	1.0	0.581459133297	1.0	0.603347300149	1.0	0.8179271708679999	0.999334664005	0.227414330218	0.9996672212980001	0.355880560634	0.9996351645010001	0.407417704534	1.0	0.536312849162	0.998052201013	0.0873521383076	0.9990251511020001	0.150234741784	0.9989465182449999	0.19408605390900002	1.0	0.717153284672	0.9987604037540001	0.164572864322	0.999379817489	0.267711171662	0.9992572497299999	0.294165346587
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	3	964	7	False	Adagrad	0.3	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	81.67550325393677	1.0	0.7099435518889999	0.999642559276	0.401128557409	0.999821247691	0.512619532842	0.999751434804	0.41155660068899996	1.0	0.754226076731	0.9995649336519999	0.772857358036	0.9997824194949999	0.7634280613	0.9995959339820001	0.5516919540649999	1.0	0.694545454545	0.99827705031	0.133101045296	0.999137782376	0.22339181286499998	0.999045537209	0.276762120642	1.0	0.53982300885	0.9995735607680001	0.054318788958099995	0.999786734911	0.09870550161810002	0.9997685953919999	0.152938362313	1.0	0.760504201681	0.9993069993070001	0.13670694864	0.9996533795489999	0.231754161332	0.99961639276	0.29965584640299997	1.0	0.328244274809	0.998805970149	0.026526835286900002	0.999402628435	0.049086757990899996	0.999327439852	0.06501276861290001	1.0	0.909255898367	1.0	0.40305711987099996	1.0	0.558528428094	1.0	0.584220916448	1.0	0.812316715543	0.99962006079	0.215732087227	0.9998099943000001	0.340923076923	0.999791658285	0.394885339884	1.0	0.51724137931	0.997778764993	0.0818926296633	0.998888147654	0.141398271799	0.9987983539920001	0.183373415777	1.0	0.72049689441	0.998783208274	0.145728643216	0.9993912337659999	0.242424242424	0.9992712106939999	0.277192107697
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	4	964	7	False	Adagrad	0.4	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	74.34759640693666	1.0	0.708276177412	0.999860704834	0.380029440628	0.9999303475660001	0.494651125659	0.9999032115250001	0.39754860886200005	1.0	0.744763830709	0.999662162162	0.776622985389	0.999831052543	0.760359828934	0.999685784761	0.5426218730669999	1.0	0.721115537849	0.998388396454	0.126132404181	0.9991935483869999	0.214709371293	0.999107445327	0.276006377892	1.0	0.556603773585	0.999499499499	0.0525378450579	0.9997496871089999	0.09601301871439999	0.9997285406559999	0.153480994209	1.0	0.760765550239	0.9995951417	0.120090634441	0.999797529864	0.207436399217	0.9997759394210001	0.280625820214	1.0	0.33333333333299997	0.9993004547040001	0.025293028994400002	0.9996501049690001	0.0470183486239	0.9996062129359999	0.0644742573427	1.0	0.919291338583	1.0	0.375703942076	1.0	0.5334094802970001	1.0	0.566920502001	1.0	0.821875	0.999558108705	0.204828660436	0.999779005525	0.327930174564	0.999757611075	0.38730400407399995	1.0	0.5	0.997924234561	0.07006369426749999	0.998961038961	0.122905027933	0.998877195675	0.165634910705	1.0	0.721962616822	0.999291282778	0.12939698492499999	0.999645515775	0.219460227273	0.999575412422	0.261103141258
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	5	964	7	False	Adagrad	0.5	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	100.98365378379822	1.0	0.707960199005	1.0	0.349116781158	1.0	0.46763062766999997	1.0	0.37806654406499995	1.0	0.742654508612	0.999796685981	0.772857358036	0.9998983326559999	0.757454974904	0.999811386361	0.5374446277220001	1.0	0.7117117117120001	0.99951243296	0.110104529617	0.999756157035	0.190706095353	0.999730265856	0.25537200998799997	1.0	0.510204081633	0.9994040524429999	0.0445235975067	0.9997019374070001	0.08190008190010001	0.9996765541339999	0.13320209207	1.0	0.7661691542290001	1.0	0.116314199396	1.0	0.20196721311500002	1.0	0.277350688866	1.0	0.363636363636	0.9991586032809999	0.0246761258482	0.999579124579	0.046216060080900005	0.999526491297	0.0693627174062	1.0	0.918067226891	1.0	0.35156878519699997	1.0	0.508435136707	1.0	0.5473286744479999	1.0	0.836177474403	0.999473684211	0.190809968847	0.999736772835	0.310716550412	0.9997110884520001	0.377483416491	1.0	0.47619047618999993	0.998761609907	0.0636942675159	0.9993804213140001	0.11235955056199999	0.999329938458	0.152674138511	1.0	0.713924050633	0.999719101124	0.118090452261	0.9998595308329999	0.202659001078	0.99983141644	0.24690102018000004
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	6	964	7	False	Adagrad	0.6	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	52.82848000526428	1.0	0.704225352113	1.0	0.331207065751	1.0	0.450525613215	1.0	0.36455876531099995	1.0	0.737211341713	0.999746289484	0.7597529748459999	0.999873128648	0.7483124397300001	0.9997642951189999	0.521894856634	1.0	0.7	0.999394673123	0.0926829268293	0.999697244929	0.16369230769200002	0.999664868306	0.23145679523899998	1.0	0.444444444444	0.9992537313429999	0.0320569902048	0.9996267263899999	0.05980066445180001	0.9995950189730001	0.10257126021600001	1.0	0.7828571428569999	1.0	0.103474320242	1.0	0.182788525684	1.0	0.264962442281	1.0	0.344086021505	0.999469214437	0.019740900678599998	0.999734536767	0.0373395565928	0.99970165296	0.0587484743566	1.0	0.923255813953	1.0	0.319388576026	1.0	0.474596533174	1.0	0.522586061389	1.0	0.830882352941	0.999332888592	0.176012461059	0.999666333	0.290488431877	0.999634285808	0.360850551986	1.0	0.484615384615	0.998468606432	0.0573248407643	0.9992337164749999	0.10252237591499999	0.9991706207500001	0.146518628043	1.0	0.699164345404	1.0	0.10510887772199999	1.0	0.182744812523	1.0	0.228720943589
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	7	964	7	False	Adagrad	0.7	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	36.99507713317871	1.0	0.698011821601	1.0	0.31869479882199997	1.0	0.437594744821	1.0	0.353048212278	1.0	0.730484081989	0.9998311666390001	0.7568910980570001	0.9999155761920001	0.7434531735459999	0.999842898267	0.511570236741	1.0	0.704697986577	0.999182338512	0.0731707317073	0.9995910020450001	0.13257575757600001	0.9995479207539999	0.20627427033	1.0	0.45454545454499995	1.0	0.026714158504	1.0	0.050462573591300006	1.0	0.0950965386087	1.0	0.7664233576639999	1.0	0.0793051359517	1.0	0.143737166324	1.0	0.22854232060899998	1.0	0.32857142857099997	0.9992737835879999	0.0141887723627	0.999636759898	0.027202838557099998	0.999593077106	0.0474937730911	1.0	0.917948717949	1.0	0.288012872084	1.0	0.43845682792400004	1.0	0.493811094286	1.0	0.814049586777	0.999103139013	0.15342679127699999	0.999551368327	0.258191349934	0.999508704612	0.332276363699	1.0	0.44210526315800003	0.9979654120039999	0.0382165605096	0.998981670061	0.070351758794	0.998897668196	0.11204138252800001	1.0	0.667808219178	1.0	0.0816582914573	1.0	0.14552238806	1.0	0.193634626231
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	8	964	7	False	Adagrad	0.8	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	26.844337701797485	1.0	0.6806872037909999	1.0	0.281894013739	1.0	0.398681471201	1.0	0.319849617528	1.0	0.720112309738	0.999746386001	0.733996083748	0.9998731769179999	0.7269879158589999	0.999764307822	0.48375768138	1.0	0.757009345794	1.0	0.05644599303140001	1.0	0.105058365759	1.0	0.189662259514	1.0	0.489795918367	1.0	0.021371326803200003	1.0	0.0409556313993	1.0	0.0895755511883	1.0	0.675925925926	1.0	0.05513595166159999	1.0	0.10195530726299999	1.0	0.17546396761500002	1.0	0.348484848485	1.0	0.0141887723627	1.0	0.027267338470700002	1.0	0.05038903620659999	1.0	0.912536443149	1.0	0.251810136766	1.0	0.394703656999	1.0	0.459303476905	1.0	0.8157894736839999	0.9986357435200002	0.120716510903	0.999317406143	0.210312075984	0.999253594497	0.294581300052	1.0	0.42592592592600004	0.996774193548	0.020928116469499998	0.9983844911149999	0.039895923677400004	0.9982596634659999	0.08060919155789999	1.0	0.659388646288	1.0	0.0632328308208	1.0	0.11539931219	1.0	0.16821038488600001
False	False	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	9	964	7	False	Adagrad	0.9	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	19.017560243606567	1.0	0.681710213777	1.0	0.211236506379	1.0	0.322532309421	1.0	0.272801540787	1.0	0.6895053944230001	0.9994982438529999	0.741226088266	0.999749058971	0.714430894309	0.999529341223	0.44804265442900004	1.0	0.6764705882350001	1.0	0.0320557491289	1.0	0.0612109115103	1.0	0.13245470835200002	1.0	0.4375	1.0	0.012466607301900001	1.0	0.0242424242424	1.0	0.0631358282311	1.0	0.7321428571430001	1.0	0.0309667673716	1.0	0.0594202898551	1.0	0.138280822704	1.0	0.341463414634	1.0	0.008636644046879999	1.0	0.016847172081799998	1.0	0.038492077607800004	1.0	0.915094339623	1.0	0.156074014481	1.0	0.266666666667	1.0	0.36051635889600003	1.0	0.84375	0.9972677595630001	0.0630841121495	0.998632010944	0.117391304348	0.9985049729200001	0.216739005377	1.0	0.485714285714	0.993377483444	0.015468607825299999	0.9966777408640001	0.0299823633157	0.9964319660330001	0.0759742371011	1.0	0.6147540983609999	1.0	0.0314070351759	1.0	0.0597609561753	1.0	0.111202223638
