allow_restart	bootstrap	class_weight	criterion	data_transform	imputation_method	impute_labels	impute_seed	learning_rate	max_depth	max_features	min_impurity_split	min_samples_leaf	min_smaples_split	min_weight_fraction_leaf	model_suffix	n_estimators	n_jobs	oob_score	optimizer	percent_to_delete	prediction_mode	random_state	read_parameters	remove_labels	remove_seed	remove_type	restore_forest	sample_weight	seed	shuffle_labels	shuffle_seed	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	2796_precision_Train	2796_precision_Test	2796_recall_Train	2796_recall_Test	2796_fscore_Train	2796_fscore_Test	2796_mcc_Train	2796_mcc_Test	463190_precision_Train	463190_precision_Test	463190_recall_Train	463190_recall_Test	463190_fscore_Train	463190_fscore_Test	463190_mcc_Train	463190_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	588726_precision_Train	588726_precision_Test	588726_recall_Train	588726_recall_Test	588726_fscore_Train	588726_fscore_Test	588726_mcc_Train	588726_mcc_Test	652054_precision_Train	652054_precision_Test	652054_recall_Train	652054_recall_Test	652054_fscore_Train	652054_fscore_Test	652054_mcc_Train	652054_mcc_Test	687014_precision_Train	687014_precision_Test	687014_recall_Train	687014_recall_Test	687014_fscore_Train	687014_fscore_Test	687014_mcc_Train	687014_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	0	867	7	False	Adagrad	0.0	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	80.63030695915222	0.999833776596	0.7361563517919999	0.999501495513	0.38812561334600004	0.9996676084430001	0.508273092369	0.9995370656170001	0.41947224450000004	0.99954249695	0.761050328228	0.999796613617	0.7858111161319999	0.9996695391339999	0.773232547799	0.999386952087	0.568941151119	1.0	0.8082191780820001	0.998065296252	0.0822299651568	0.9990317114499999	0.149272612271	0.998928491964	0.23916911639600003	1.0	0.627450980392	0.998797354179	0.028495102404299998	0.999398315283	0.0545144804089	0.9993476956730001	0.122013354465	0.9997563946410001	0.866197183099	0.9992695398100001	0.0929003021148	0.99951290794	0.16780354706700001	0.999461081048	0.26720038567	1.0	0.548387096774	0.9981447124299998	0.0104873534855	0.999071494893	0.0205811138015	0.998953066244	0.0638918686059	1.0	0.936381709742	0.9997362173569999	0.378921962993	0.999868091281	0.539518900344	0.9998552411799999	0.575607990981	1.0	0.872131147541	0.9992002132760001	0.207165109034	0.9995999466600001	0.334801762115	0.999561501715	0.403874070265	0.9996892479799999	0.635135135135	0.998758149643	0.042766151046400004	0.9992234819069999	0.080136402387	0.9991602366310001	0.151092209897	0.999432060202	0.7690058479530001	0.99914833215	0.11013400335000001	0.9992901760359999	0.192673992674	0.999149839606	0.25243273048099996
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	1	867	7	False	Adagrad	0.1	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	71.95266461372374	1.0	0.730459497868	0.999538276849	0.37831207065800004	0.999769085115	0.49846452238600003	0.999678476623	0.409834433855	0.9998871777509999	0.7559988435959999	0.9996616096100001	0.787769242356	0.999774380958	0.771557129158	0.999580913818	0.564155372275	1.0	0.824427480916	0.998115746972	0.0752613240418	0.999056985046	0.137931034483	0.998956637273	0.23161813329	1.0	0.673913043478	0.999330879893	0.0276046304541	0.9996653279790001	0.0530367835757	0.99963715639	0.125671728467	1.0	0.846153846154	0.998913043478	0.083081570997	0.9994562262100001	0.15130674002800001	0.9993988098919999	0.24892683517900002	1.0	0.485714285714	0.998614958449	0.0104873534855	0.9993069993070001	0.0205314009662	0.9992192578799999	0.05810283368	1.0	0.938689217759	1.0	0.357200321802	1.0	0.517482517483	1.0	0.559085062281	1.0	0.869718309859	0.999114521842	0.192367601246	0.999557064816	0.31505102040800004	0.999514344584	0.388226793432	0.999651689307	0.592105263158	0.9986082115520001	0.0409463148317	0.9991296779809999	0.0765957446809	0.9990594730679999	0.14131973781999999	0.9995291163079999	0.780415430267	0.9992154401379999	0.11013400335000001	0.99937225361	0.193027522936	0.999247388379	0.255290938691
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	2	867	7	False	Adagrad	0.2	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	64.69103765487671	0.999896244034	0.7231527093600001	0.99968879668	0.36015701668300004	0.999792509596	0.48083851948899997	0.9997108740620001	0.393963983813	0.999809765377	0.7552681296320001	0.999682982501	0.782798614249	0.999746369919	0.7687869822490001	0.9995285593950001	0.559807244227	0.999697061497	0.8079999999999999	0.998185117967	0.0703832752613	0.9989405176330001	0.129487179487	0.998827348034	0.221067746827	0.999623635679	0.625	0.999623635679	0.022261798753299998	0.999623635679	0.0429922613929	0.9995918674600001	0.107532260364	1.0	0.8347107438019999	0.999087591241	0.0762839879154	0.999543587403	0.139792387543	0.999495090151	0.236430869927	1.0	0.470588235294	0.998959687906	0.009870450339299999	0.99947957325	0.019335347431999998	0.999413721099	0.05493468950130001	1.0	0.940659340659	1.0	0.344328238134	1.0	0.504122497055	1.0	0.549253519217	1.0	0.8868613138689999	0.999334664005	0.18925233644900002	0.9996672212980001	0.311938382542	0.9996351645010001	0.389577808931	1.0	0.5671641791040001	0.998052201013	0.034576888080099996	0.9990251511020001	0.065180102916	0.9989465182449999	0.126220342781	0.999822757887	0.771428571429	0.998937488932	0.10175879397	0.9993799273630001	0.17980022197599999	0.999257220119	0.24300365062100002
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	3	867	7	False	Adagrad	0.3	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	58.47054958343506	1.0	0.725308641975	0.999642559276	0.345927379784	0.999821247691	0.468438538206	0.999751434804	0.386073340573	0.99985495685	0.745829101988	0.999709955768	0.774363608977	0.999782451051	0.759828554537	0.999595869752	0.542406394997	1.0	0.7727272727269999	0.99827705031	0.059233449477399995	0.999137782376	0.11003236245999999	0.999045537209	0.196930427786	1.0	0.647058823529	0.9995735607680001	0.0195903829029	0.999786734911	0.038029386344	0.9997685953919999	0.103123043594	0.999653499653	0.824074074074	0.999653499653	0.0672205438066	0.999653499653	0.124301675978	0.9996164379090001	0.220064173115	1.0	0.46666666666699996	0.998805970149	0.008636644046879999	0.999402628435	0.0169594185342	0.999327439852	0.0510275174723	1.0	0.9395348837209999	1.0	0.325020112631	1.0	0.48296473401100004	1.0	0.532763833996	1.0	0.875	0.99962006079	0.17445482866	0.9998099943000001	0.290909090909	0.999791658285	0.370717868888	1.0	0.564516129032	0.997778764993	0.031847133758	0.998888147654	0.0602928509905	0.9987983539920001	0.12074168612	0.9997970367360001	0.775735294118	0.9989860068950001	0.0883584589615	0.999391357273	0.158646616541	0.999271181772	0.227069973376
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	4	867	7	False	Adagrad	0.4	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	50.0113525390625	1.0	0.719424460432	0.999860704834	0.31894013739	0.9999303475660001	0.441951385348	0.9999032115250001	0.365197090553	0.9999155262710001	0.7411883182279999	0.999746621622	0.776020485013	0.999831066813	0.758204562178	0.999685751442	0.537756939494	0.9995967741940001	0.785714285714	0.998791297341	0.061324041811800005	0.9991938734379999	0.11376858435699999	0.999107467773	0.20256824363899997	1.0	0.64	0.999499499499	0.0142475512021	0.9997496871089999	0.027874564459899998	0.9997285406559999	0.08730086465980001	1.0	0.865853658537	0.9995951417	0.0536253776435	0.999797529864	0.100995732575	0.9997759394210001	0.20252726813900002	1.0	0.433333333333	0.9993004547040001	0.00801974090068	0.9996501049690001	0.0157480314961	0.9996062129359999	0.0462049064298	1.0	0.94	1.0	0.302493966211	1.0	0.457699330493	1.0	0.5135653327449999	1.0	0.8921161825730001	0.999558108705	0.167445482866	0.999779005525	0.281967213115	0.999757611075	0.36734138646700004	1.0	0.555555555556	0.997924234561	0.031847133758	0.998961038961	0.0602409638554	0.998877195675	0.119477432655	0.9997637051039999	0.78313253012	0.9995275218520001	0.0816582914573	0.999645599527	0.147895335609	0.999575412755	0.21972050164299997
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	5	867	7	False	Adagrad	0.5	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	41.69689679145814	1.0	0.7247087676270001	1.0	0.289990186457	1.0	0.41422814088	1.0	0.348729422497	1.0	0.740462427746	0.999796685981	0.771802982377	0.9998983326559999	0.755807950439	0.999811386361	0.53400012203	1.0	0.816091954023	0.99951243296	0.0494773519164	0.999756157035	0.09329829172139999	0.999730265856	0.18628900498	1.0	0.653846153846	0.9994040524429999	0.015138023152299998	0.9997019374070001	0.029590948651	0.9996765541339999	0.091230166904	1.0	0.8550724637680001	1.0	0.0445619335347	1.0	0.08470926058869999	1.0	0.183104866356	1.0	0.458333333333	0.9991586032809999	0.006785934608270001	0.999579124579	0.0133738601824	0.999526491297	0.044552614333	1.0	0.93956043956	1.0	0.275140788415	1.0	0.42563783447400005	1.0	0.48902115238999994	1.0	0.9	0.999473684211	0.154205607477	0.999736772835	0.26329787234	0.9997110884520001	0.354157123578	1.0	0.535714285714	0.998761609907	0.0272975432211	0.9993804213140001	0.0519480519481	0.999329938458	0.107944776135	1.0	0.764150943396	0.999719101124	0.0678391959799	0.9998595308329999	0.124615384615	0.99983141644	0.19622507163400002
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	6	867	7	False	Adagrad	0.6	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	34.076269149780266	1.0	0.727741935484	1.0	0.276741903827	1.0	0.400995378599	1.0	0.341217541527	0.999873144742	0.731802426343	0.999873144742	0.763217352011	0.999873144742	0.747179827472	0.999764271579	0.517394208063	1.0	0.791044776119	0.999394673123	0.036933797909400004	0.999697244929	0.07057256990680001	0.999664868306	0.157643377291	1.0	0.619047619048	0.9992537313429999	0.0115761353517	0.9996267263899999	0.022727272727299998	0.9995950189730001	0.0770136163572	1.0	0.847457627119	1.0	0.037764350453199994	1.0	0.0723065798988	1.0	0.167566059794	1.0	0.4	0.999469214437	0.0049352251696499995	0.999734536767	0.00975015234613	0.99970165296	0.0337766057531	1.0	0.9514563106799999	1.0	0.23652453740899998	1.0	0.37886597938100003	1.0	0.455949531365	1.0	0.932989690722	0.999332888592	0.140965732087	0.999666333	0.244925575101	0.999634285808	0.345800595876	1.0	0.4	0.998468606432	0.0127388535032	0.9992337164749999	0.0246913580247	0.9991706207500001	0.0600306552529	1.0	0.741758241758	1.0	0.0565326633166	1.0	0.105058365759	1.0	0.174796782465
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	7	867	7	False	Adagrad	0.7	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	27.328538417816162	1.0	0.7201646090530001	1.0	0.25760549558400003	1.0	0.379472352729	1.0	0.324077908698	1.0	0.7256662804170001	0.9998311666390001	0.754631721645	0.9999155761920001	0.7398656132320001	0.999842898267	0.503994358739	1.0	0.829787234043	0.999182338512	0.027177700348400002	0.9995910020450001	0.052631578947400004	0.9995479207539999	0.139347950263	1.0	0.7272727272730001	1.0	0.007123775601069999	1.0	0.014109347442700001	1.0	0.0668838461526	1.0	0.852941176471	1.0	0.021903323262800003	1.0	0.042709867452099995	1.0	0.128015355568	1.0	0.555555555556	0.9992737835879999	0.00308451573103	0.999636759898	0.00613496932515	0.999593077106	0.034966937626	1.0	0.9554794520550001	1.0	0.22445695897	1.0	0.363517915309	1.0	0.44502174077	1.0	0.914634146341	0.999103139013	0.11682242990700001	0.999551368327	0.207182320442	0.999508704612	0.310683950942	1.0	0.416666666667	0.9979654120039999	0.0090991810737	0.998981670061	0.0178094390027	0.998897668196	0.0522570122169	1.0	0.7196969696969999	1.0	0.0397822445561	1.0	0.07539682539680001	1.0	0.14288531431399998
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	8	867	7	False	Adagrad	0.8	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	20.2203950881958	1.0	0.707221350078	1.0	0.22105004906800002	1.0	0.336822429907	1.0	0.291800369866	1.0	0.7124981812890001	0.999746386001	0.7376110860070001	0.9998731769179999	0.724837181764	0.999764307822	0.47627632278899995	1.0	0.928571428571	1.0	0.018118466899000003	1.0	0.0355434039645	1.0	0.12204976329500002	1.0	0.777777777778	1.0	0.00623330365093	1.0	0.012367491166100001	1.0	0.065207091432	1.0	0.884615384615	1.0	0.0173716012085	1.0	0.0340740740741	1.0	0.11657976138000001	1.0	0.375	1.0	0.0018507094386199998	1.0	0.0036832412523	1.0	0.0194868391872	1.0	0.9256198347110001	1.0	0.18020917136	1.0	0.301683501684	1.0	0.39049734342799997	1.0	0.9130434782610001	0.9986357435200002	0.08177570093460002	0.999317406143	0.150107219442	0.999253594497	0.25920984244600004	1.0	0.45454545454499995	0.996774193548	0.00454959053685	0.9983844911149999	0.00900900900901	0.9982596634659999	0.0393085889583	1.0	0.705882352941	1.0	0.025125628140699997	1.0	0.0485240598463	1.0	0.11160297935900002
False	True	None	gini	None	mean	False	1234	0.05	None	log2	1e-07	1	2	0.0	9	867	7	False	Adagrad	0.9	classification	1234	True	True	1234	compounds	False	None	123456	False	1234	13.748886108398438	1.0	0.71444568869	1.0	0.156526005888	1.0	0.256792111089	1.0	0.24492062503000003	0.999498495486	0.68397073036	1.0	0.746196716373	0.9997491848510001	0.7137300100849999	0.999529370397	0.4434709837	1.0	0.8235294117649999	1.0	0.00975609756098	1.0	0.0192837465565	1.0	0.0829989102197	1.0	0.666666666667	1.0	0.00178094390027	1.0	0.00355239786856	1.0	0.0316548039731	1.0	0.8	1.0	0.009063444108760001	1.0	0.0179238237491	1.0	0.0790520798053	1.0	0.33333333333299997	1.0	0.0018507094386199998	1.0	0.00368098159509	1.0	0.0173702651618	1.0	0.960317460317	1.0	0.0973451327434	1.0	0.176771365961	1.0	0.292224455311	1.0	0.9148936170209999	0.9972677595630001	0.033489096573200004	0.998632010944	0.0646130728775	0.9985049729200001	0.165684874197	1.0	0.0	0.993377483444	0.0	0.9966777408640001	0.0	0.9964319660330001	-0.0034317501787500004	1.0	0.714285714286	1.0	0.0125628140704	1.0	0.0246913580247	1.0	0.07955414280510001
